arrival_time,burst_time,priority,process_type,best_algorithm,burst_priority_ratio,interaction_1,interaction_2
11,17,7,IO-bound,FCFS,2.125,119,187
8,6,2,CPU-bound,FCFS,2.0,12,48
5,18,9,CPU-bound,Priority,1.8,162,90
15,1,1,IO-bound,Round Robin,0.5,1,15
10,17,4,IO-bound,Round Robin,3.4,68,170
10,18,1,IO-bound,FCFS,9.0,18,180
10,7,4,IO-bound,Round Robin,1.4,28,70
7,14,2,IO-bound,Round Robin,4.666666666666667,28,98
15,11,9,CPU-bound,Priority,1.1,99,165
6,20,7,IO-bound,FCFS,2.5,140,120
16,18,6,CPU-bound,FCFS,2.5714285714285716,108,288
11,20,9,IO-bound,Priority,2.0,180,220
17,16,8,CPU-bound,Priority,1.7777777777777777,128,272
16,16,3,IO-bound,Round Robin,4.0,48,256
7,14,9,CPU-bound,Priority,1.4,126,98
10,4,9,IO-bound,Round Robin,0.4,36,40
9,19,2,IO-bound,Round Robin,6.333333333333333,38,171
8,10,3,CPU-bound,Round Robin,2.5,30,80
10,18,4,IO-bound,Round Robin,3.6,72,180
7,3,10,IO-bound,Round Robin,0.2727272727272727,30,21
7,5,10,CPU-bound,Round Robin,0.45454545454545453,50,35
1,4,3,CPU-bound,SJF,1.0,12,4
8,13,6,IO-bound,FCFS,1.8571428571428572,78,104
0,14,8,CPU-bound,Round Robin,1.5555555555555556,112,0
3,20,2,IO-bound,Round Robin,6.666666666666667,40,60
10,10,10,IO-bound,SJF,0.9090909090909091,100,100
12,16,2,IO-bound,Round Robin,5.333333333333333,32,192
2,16,1,CPU-bound,SJF,8.0,16,32
6,12,3,IO-bound,FCFS,3.0,36,72
17,8,2,IO-bound,FCFS,2.6666666666666665,16,136
10,3,1,CPU-bound,FCFS,1.5,3,30
4,9,5,CPU-bound,FCFS,1.5,45,36
8,3,10,IO-bound,Round Robin,0.2727272727272727,30,24
8,14,5,CPU-bound,Round Robin,2.3333333333333335,70,112
11,6,6,IO-bound,Round Robin,0.8571428571428571,36,66
10,13,9,IO-bound,Priority,1.3,117,130
15,2,5,CPU-bound,SRTF,0.3333333333333333,10,30
13,19,7,CPU-bound,Round Robin,2.375,133,247
14,14,9,IO-bound,Priority,1.4,126,196
20,15,3,CPU-bound,FCFS,3.75,45,300
8,1,4,IO-bound,SJF,0.2,4,8
10,4,5,IO-bound,SJF,0.6666666666666666,20,40
10,6,9,IO-bound,Round Robin,0.6,54,60
11,4,4,IO-bound,SRTF,0.8,16,44
7,12,3,IO-bound,FCFS,3.0,36,84
8,14,5,CPU-bound,Round Robin,2.3333333333333335,70,112
1,11,3,CPU-bound,FCFS,2.75,33,11
15,1,5,CPU-bound,SRTF,0.16666666666666666,5,15
11,1,6,CPU-bound,SJF,0.14285714285714285,6,11
14,14,5,IO-bound,Priority,2.3333333333333335,70,196
8,20,6,IO-bound,Priority,2.857142857142857,120,160
15,2,2,IO-bound,SJF,0.6666666666666666,4,30
18,14,7,IO-bound,Round Robin,1.75,98,252
9,20,3,IO-bound,Round Robin,5.0,60,180
14,18,1,IO-bound,Round Robin,9.0,18,252
1,11,9,IO-bound,Round Robin,1.1,99,11
0,14,10,CPU-bound,Priority,1.2727272727272727,140,0
7,5,8,IO-bound,Round Robin,0.5555555555555556,40,35
2,5,1,IO-bound,FCFS,2.5,5,10
17,8,9,CPU-bound,Round Robin,0.8,72,136
17,7,5,CPU-bound,SJF,1.1666666666666667,35,119
12,4,9,IO-bound,Priority,0.4,36,48
11,20,5,CPU-bound,Round Robin,3.3333333333333335,100,220
3,4,4,CPU-bound,Round Robin,0.8,16,12
2,15,1,CPU-bound,Round Robin,7.5,15,30
6,12,7,CPU-bound,SJF,1.5,84,72
3,20,6,CPU-bound,FCFS,2.857142857142857,120,60
11,10,7,IO-bound,Round Robin,1.25,70,110
18,9,3,CPU-bound,Round Robin,2.25,27,162
9,9,10,IO-bound,Priority,0.8181818181818182,90,81
9,10,8,CPU-bound,SJF,1.1111111111111112,80,90
16,3,2,IO-bound,SRTF,1.0,6,48
0,13,3,CPU-bound,Round Robin,3.25,39,0
7,8,4,IO-bound,Round Robin,1.6,32,56
6,6,8,IO-bound,Priority,0.6666666666666666,48,36
14,9,7,CPU-bound,SJF,1.125,63,126
9,3,4,IO-bound,FCFS,0.6,12,27
10,14,6,CPU-bound,FCFS,2.0,84,140
19,8,6,CPU-bound,FCFS,1.1428571428571428,48,152
13,15,7,IO-bound,Round Robin,1.875,105,195
5,16,4,IO-bound,FCFS,3.2,64,80
13,14,6,CPU-bound,FCFS,2.0,84,182
16,18,6,CPU-bound,FCFS,2.5714285714285716,108,288
17,4,8,CPU-bound,Priority,0.4444444444444444,32,68
17,15,3,CPU-bound,FCFS,3.75,45,255
7,20,10,IO-bound,Round Robin,1.8181818181818181,200,140
13,12,8,IO-bound,Priority,1.3333333333333333,96,156
9,15,10,IO-bound,SJF,1.3636363636363635,150,135
11,3,6,CPU-bound,SRTF,0.42857142857142855,18,33
19,15,7,IO-bound,Priority,1.875,105,285
8,10,2,IO-bound,Priority,3.3333333333333335,20,80
2,2,8,CPU-bound,Priority,0.2222222222222222,16,4
8,8,2,CPU-bound,FCFS,2.6666666666666665,16,64
6,14,9,IO-bound,Priority,1.4,126,84
14,19,7,IO-bound,Round Robin,2.375,133,266
17,15,8,IO-bound,Priority,1.6666666666666667,120,255
20,2,8,CPU-bound,Priority,0.2222222222222222,16,40
12,4,1,CPU-bound,SRTF,2.0,4,48
3,16,6,CPU-bound,SJF,2.2857142857142856,96,48
1,19,10,IO-bound,Round Robin,1.7272727272727273,190,19
19,18,9,IO-bound,SJF,1.8,162,342
14,13,9,CPU-bound,Round Robin,1.3,117,182
4,11,5,IO-bound,FCFS,1.8333333333333333,55,44
3,16,1,CPU-bound,FCFS,8.0,16,48
6,14,1,IO-bound,Round Robin,7.0,14,84
10,2,9,CPU-bound,Priority,0.2,18,20
17,1,8,CPU-bound,Priority,0.1111111111111111,8,17
11,7,8,CPU-bound,Priority,0.7777777777777778,56,77
14,2,5,IO-bound,Round Robin,0.3333333333333333,10,28
8,17,3,CPU-bound,FCFS,4.25,51,136
4,2,3,IO-bound,FCFS,0.5,6,8
14,6,8,CPU-bound,Priority,0.6666666666666666,48,84
1,3,7,CPU-bound,SJF,0.375,21,3
19,13,6,CPU-bound,Round Robin,1.8571428571428572,78,247
17,11,7,CPU-bound,SJF,1.375,77,187
20,15,2,IO-bound,Round Robin,5.0,30,300
11,19,6,CPU-bound,FCFS,2.7142857142857144,114,209
1,4,9,IO-bound,Priority,0.4,36,4
10,16,1,CPU-bound,Round Robin,8.0,16,160
4,1,8,CPU-bound,Priority,0.1111111111111111,8,4
18,14,10,CPU-bound,Priority,1.2727272727272727,140,252
10,9,3,IO-bound,Round Robin,2.25,27,90
9,5,10,IO-bound,Priority,0.45454545454545453,50,45
18,1,2,CPU-bound,SRTF,0.3333333333333333,2,18
0,2,7,CPU-bound,SJF,0.25,14,0
4,5,8,CPU-bound,Priority,0.5555555555555556,40,20
6,17,8,IO-bound,Priority,1.8888888888888888,136,102
5,12,3,CPU-bound,FCFS,3.0,36,60
5,4,10,IO-bound,SJF,0.36363636363636365,40,20
19,15,9,IO-bound,SJF,1.5,135,285
9,20,8,CPU-bound,Round Robin,2.2222222222222223,160,180
19,3,6,IO-bound,SJF,0.42857142857142855,18,57
13,3,9,IO-bound,Priority,0.3,27,39
19,8,4,IO-bound,FCFS,1.6,32,152
7,12,4,CPU-bound,Round Robin,2.4,48,84
16,19,10,IO-bound,Priority,1.7272727272727273,190,304
3,16,7,IO-bound,Round Robin,2.0,112,48
16,5,2,IO-bound,SRTF,1.6666666666666667,10,80
2,17,8,CPU-bound,SJF,1.8888888888888888,136,34
9,14,8,CPU-bound,Priority,1.5555555555555556,112,126
10,11,6,CPU-bound,FCFS,1.5714285714285714,66,110
5,16,8,CPU-bound,Round Robin,1.7777777777777777,128,80
11,17,6,IO-bound,Round Robin,2.4285714285714284,102,187
8,14,2,IO-bound,Round Robin,4.666666666666667,28,112
17,12,6,IO-bound,Round Robin,1.7142857142857142,72,204
10,9,10,CPU-bound,Priority,0.8181818181818182,90,90
6,3,8,IO-bound,Round Robin,0.3333333333333333,24,18
18,11,8,CPU-bound,Priority,1.2222222222222223,88,198
15,7,3,IO-bound,Round Robin,1.75,21,105
13,17,8,CPU-bound,SJF,1.8888888888888888,136,221
19,18,3,CPU-bound,FCFS,4.5,54,342
4,16,3,CPU-bound,FCFS,4.0,48,64
12,6,8,CPU-bound,Priority,0.6666666666666666,48,72
12,12,3,CPU-bound,FCFS,3.0,36,144
16,5,2,IO-bound,SRTF,1.6666666666666667,10,80
1,1,8,IO-bound,Priority,0.1111111111111111,8,1
12,15,10,CPU-bound,Priority,1.3636363636363635,150,180
0,10,9,CPU-bound,Priority,1.0,90,0
12,11,2,IO-bound,Round Robin,3.6666666666666665,22,132
18,7,5,IO-bound,Round Robin,1.1666666666666667,35,126
17,17,1,IO-bound,Round Robin,8.5,17,289
19,13,3,IO-bound,FCFS,3.25,39,247
1,13,6,IO-bound,Priority,1.8571428571428572,78,13
20,5,6,IO-bound,SRTF,0.7142857142857143,30,100
12,15,6,IO-bound,Round Robin,2.142857142857143,90,180
1,5,5,IO-bound,SJF,0.8333333333333334,25,5
7,11,9,IO-bound,Priority,1.1,99,77
14,1,10,CPU-bound,Round Robin,0.09090909090909091,10,14
15,13,10,IO-bound,Priority,1.1818181818181819,130,195
14,4,7,IO-bound,SRTF,0.5,28,56
15,20,9,CPU-bound,Priority,2.0,180,300
18,20,7,CPU-bound,FCFS,2.5,140,360
4,10,7,CPU-bound,FCFS,1.25,70,40
5,17,6,CPU-bound,FCFS,2.4285714285714284,102,85
15,8,4,CPU-bound,FCFS,1.6,32,120
5,15,5,CPU-bound,FCFS,2.5,75,75
20,9,7,IO-bound,Round Robin,1.125,63,180
3,1,1,CPU-bound,FCFS,0.5,1,3
2,10,1,CPU-bound,FCFS,5.0,10,20
0,11,6,IO-bound,Round Robin,1.5714285714285714,66,0
0,18,10,IO-bound,Priority,1.6363636363636365,180,0
4,3,9,IO-bound,Priority,0.3,27,12
11,19,3,IO-bound,Round Robin,4.75,57,209
12,17,5,CPU-bound,Round Robin,2.8333333333333335,85,204
0,13,9,IO-bound,Priority,1.3,117,0
4,11,9,IO-bound,Priority,1.1,99,44
1,17,5,IO-bound,FCFS,2.8333333333333335,85,17
4,2,1,IO-bound,SJF,1.0,2,8
16,15,4,CPU-bound,Round Robin,3.0,60,240
10,6,5,CPU-bound,FCFS,1.0,30,60
18,15,10,CPU-bound,Round Robin,1.3636363636363635,150,270
14,10,1,CPU-bound,FCFS,5.0,10,140
11,10,1,IO-bound,Round Robin,5.0,10,110
18,11,7,CPU-bound,Round Robin,1.375,77,198
18,2,5,CPU-bound,Round Robin,0.3333333333333333,10,36
12,10,8,IO-bound,Priority,1.1111111111111112,80,120
10,20,3,CPU-bound,FCFS,5.0,60,200
18,11,10,CPU-bound,Round Robin,1.0,110,198
16,10,8,IO-bound,Priority,1.1111111111111112,80,160
7,12,6,CPU-bound,SJF,1.7142857142857142,72,84
7,18,3,CPU-bound,Round Robin,4.5,54,126
19,3,2,CPU-bound,SJF,1.0,6,57
0,13,6,IO-bound,Round Robin,1.8571428571428572,78,0
20,12,8,CPU-bound,Round Robin,1.3333333333333333,96,240
18,18,6,IO-bound,FCFS,2.5714285714285716,108,324
7,20,5,IO-bound,Round Robin,3.3333333333333335,100,140
0,8,5,IO-bound,Round Robin,1.3333333333333333,40,0
17,5,6,CPU-bound,Round Robin,0.7142857142857143,30,85
1,7,4,CPU-bound,Round Robin,1.4,28,7
1,16,5,IO-bound,FCFS,2.6666666666666665,80,16
9,1,6,CPU-bound,SJF,0.14285714285714285,6,9
7,9,6,IO-bound,Round Robin,1.2857142857142858,54,63
19,15,9,CPU-bound,Priority,1.5,135,285
7,17,9,CPU-bound,Priority,1.7,153,119
9,5,1,CPU-bound,FCFS,2.5,5,45
15,6,10,IO-bound,Priority,0.5454545454545454,60,90
6,16,3,CPU-bound,FCFS,4.0,48,96
18,2,5,IO-bound,SRTF,0.3333333333333333,10,36
12,3,4,IO-bound,SRTF,0.6,12,36
2,20,10,CPU-bound,Priority,1.8181818181818181,200,40
1,17,3,IO-bound,Round Robin,4.25,51,17
12,15,5,CPU-bound,FCFS,2.5,75,180
13,11,1,IO-bound,Priority,5.5,11,143
14,19,10,IO-bound,Priority,1.7272727272727273,190,266
1,4,8,IO-bound,Priority,0.4444444444444444,32,4
5,17,2,CPU-bound,FCFS,5.666666666666667,34,85
17,16,6,IO-bound,Round Robin,2.2857142857142856,96,272
15,6,3,CPU-bound,Round Robin,1.5,18,90
17,1,5,IO-bound,SJF,0.16666666666666666,5,17
9,13,9,CPU-bound,Priority,1.3,117,117
19,19,6,IO-bound,Round Robin,2.7142857142857144,114,361
9,18,8,IO-bound,Priority,2.0,144,162
15,9,7,CPU-bound,FCFS,1.125,63,135
19,4,8,IO-bound,Priority,0.4444444444444444,32,76
9,11,10,IO-bound,Priority,1.0,110,99
15,11,3,CPU-bound,FCFS,2.75,33,165
17,12,2,IO-bound,Round Robin,4.0,24,204
4,13,8,IO-bound,Priority,1.4444444444444444,104,52
15,9,5,IO-bound,Round Robin,1.5,45,135
16,15,5,CPU-bound,FCFS,2.5,75,240
15,13,3,CPU-bound,Round Robin,3.25,39,195
12,9,5,IO-bound,Round Robin,1.5,45,108
11,17,3,IO-bound,Round Robin,4.25,51,187
12,20,7,CPU-bound,Round Robin,2.5,140,240
0,8,7,CPU-bound,Round Robin,1.0,56,0
6,6,5,IO-bound,Round Robin,1.0,30,36
6,2,8,CPU-bound,Priority,0.2222222222222222,16,12
1,15,7,CPU-bound,FCFS,1.875,105,15
13,15,7,CPU-bound,FCFS,1.875,105,195
11,5,10,CPU-bound,Priority,0.45454545454545453,50,55
17,16,6,IO-bound,FCFS,2.2857142857142856,96,272
10,8,10,IO-bound,Priority,0.7272727272727273,80,80
1,5,9,CPU-bound,Round Robin,0.5,45,5
18,8,1,IO-bound,Round Robin,4.0,8,144
16,3,4,CPU-bound,SJF,0.6,12,48
13,19,9,CPU-bound,Priority,1.9,171,247
18,17,8,CPU-bound,Round Robin,1.8888888888888888,136,306
5,11,7,CPU-bound,Round Robin,1.375,77,55
8,3,9,IO-bound,Priority,0.3,27,24
20,12,2,IO-bound,Round Robin,4.0,24,240
14,1,9,IO-bound,Priority,0.1,9,14
10,16,9,IO-bound,Priority,1.6,144,160
4,5,3,IO-bound,FCFS,1.25,15,20
11,12,8,CPU-bound,Round Robin,1.3333333333333333,96,132
2,12,6,IO-bound,FCFS,1.7142857142857142,72,24
18,7,6,CPU-bound,SJF,1.0,42,126
18,17,7,CPU-bound,Round Robin,2.125,119,306
12,1,1,IO-bound,SJF,0.5,1,12
18,8,9,IO-bound,Priority,0.8,72,144
6,20,6,IO-bound,FCFS,2.857142857142857,120,120
11,18,10,CPU-bound,Priority,1.6363636363636365,180,198
0,8,9,CPU-bound,Priority,0.8,72,0
7,15,1,CPU-bound,FCFS,7.5,15,105
1,1,3,IO-bound,Round Robin,0.25,3,1
7,15,6,IO-bound,Round Robin,2.142857142857143,90,105
16,20,5,IO-bound,Round Robin,3.3333333333333335,100,320
19,8,3,IO-bound,Priority,2.0,24,152
12,4,5,IO-bound,SRTF,0.6666666666666666,20,48
17,13,4,CPU-bound,FCFS,2.6,52,221
20,1,1,IO-bound,SRTF,0.5,1,20
8,20,1,IO-bound,FCFS,10.0,20,160
14,12,1,CPU-bound,Round Robin,6.0,12,168
6,3,10,CPU-bound,Priority,0.2727272727272727,30,18
4,17,8,IO-bound,Priority,1.8888888888888888,136,68
6,7,6,CPU-bound,SJF,1.0,42,42
19,1,4,CPU-bound,SRTF,0.2,4,19
19,4,6,CPU-bound,SRTF,0.5714285714285714,24,76
19,14,7,CPU-bound,FCFS,1.75,98,266
6,10,7,CPU-bound,FCFS,1.25,70,60
18,19,8,CPU-bound,Priority,2.111111111111111,152,342
8,20,2,CPU-bound,Round Robin,6.666666666666667,40,160
20,17,3,IO-bound,Round Robin,4.25,51,340
4,20,5,IO-bound,Round Robin,3.3333333333333335,100,80
15,10,5,IO-bound,Round Robin,1.6666666666666667,50,150
7,18,5,CPU-bound,FCFS,3.0,90,126
1,14,1,CPU-bound,FCFS,7.0,14,14
7,6,5,CPU-bound,FCFS,1.0,30,42
9,15,6,CPU-bound,FCFS,2.142857142857143,90,135
16,18,8,IO-bound,SJF,2.0,144,288
14,14,4,CPU-bound,Round Robin,2.8,56,196
8,15,6,CPU-bound,SJF,2.142857142857143,90,120
17,20,5,IO-bound,FCFS,3.3333333333333335,100,340
14,5,2,CPU-bound,SJF,1.6666666666666667,10,70
9,6,10,CPU-bound,Round Robin,0.5454545454545454,60,54
18,11,10,IO-bound,Priority,1.0,110,198
12,18,6,IO-bound,Round Robin,2.5714285714285716,108,216
7,6,7,IO-bound,Round Robin,0.75,42,42
6,6,4,IO-bound,Priority,1.2,24,36
11,19,6,IO-bound,Priority,2.7142857142857144,114,209
6,13,8,IO-bound,Priority,1.4444444444444444,104,78
14,14,3,CPU-bound,FCFS,3.5,42,196
18,7,10,IO-bound,SJF,0.6363636363636364,70,126
1,2,8,CPU-bound,Priority,0.2222222222222222,16,2
9,14,2,CPU-bound,FCFS,4.666666666666667,28,126
16,14,5,CPU-bound,Round Robin,2.3333333333333335,70,224
1,7,4,IO-bound,Round Robin,1.4,28,7
12,15,5,IO-bound,Round Robin,2.5,75,180
5,2,9,CPU-bound,Priority,0.2,18,10
2,5,5,IO-bound,SJF,0.8333333333333334,25,10
7,7,8,CPU-bound,Priority,0.7777777777777778,56,49
2,7,4,IO-bound,Round Robin,1.4,28,14
14,1,2,IO-bound,SRTF,0.3333333333333333,2,14
1,11,4,CPU-bound,FCFS,2.2,44,11
17,8,4,CPU-bound,Round Robin,1.6,32,136
14,1,8,IO-bound,Priority,0.1111111111111111,8,14
5,20,2,IO-bound,Round Robin,6.666666666666667,40,100
18,17,5,IO-bound,Round Robin,2.8333333333333335,85,306
12,8,10,IO-bound,SJF,0.7272727272727273,80,96
8,6,5,IO-bound,Round Robin,1.0,30,48
10,19,1,IO-bound,FCFS,9.5,19,190
0,13,9,IO-bound,Priority,1.3,117,0
4,8,4,CPU-bound,FCFS,1.6,32,32
13,6,9,IO-bound,Priority,0.6,54,78
10,7,6,CPU-bound,Round Robin,1.0,42,70
17,10,7,CPU-bound,FCFS,1.25,70,170
20,3,4,IO-bound,Round Robin,0.6,12,60
1,1,9,IO-bound,Priority,0.1,9,1
6,8,8,CPU-bound,Priority,0.8888888888888888,64,48
3,14,7,CPU-bound,FCFS,1.75,98,42
18,8,1,IO-bound,FCFS,4.0,8,144
7,7,10,CPU-bound,Priority,0.6363636363636364,70,49
11,5,9,IO-bound,Priority,0.5,45,55
10,2,10,CPU-bound,Priority,0.18181818181818182,20,20
0,1,5,CPU-bound,SJF,0.16666666666666666,5,0
1,8,2,CPU-bound,FCFS,2.6666666666666665,16,8
2,14,5,IO-bound,Round Robin,2.3333333333333335,70,28
5,19,7,IO-bound,Round Robin,2.375,133,95
2,17,4,CPU-bound,SJF,3.4,68,34
5,11,4,IO-bound,Round Robin,2.2,44,55
7,14,7,IO-bound,FCFS,1.75,98,98
8,13,7,CPU-bound,Round Robin,1.625,91,104
7,17,1,IO-bound,FCFS,8.5,17,119
14,10,2,IO-bound,Round Robin,3.3333333333333335,20,140
9,15,10,IO-bound,Priority,1.3636363636363635,150,135
12,14,2,CPU-bound,FCFS,4.666666666666667,28,168
14,9,10,IO-bound,Priority,0.8181818181818182,90,126
19,14,6,IO-bound,FCFS,2.0,84,266
5,12,4,CPU-bound,FCFS,2.4,48,60
19,9,4,IO-bound,Round Robin,1.8,36,171
17,10,8,IO-bound,Round Robin,1.1111111111111112,80,170
18,9,4,IO-bound,FCFS,1.8,36,162
19,6,2,CPU-bound,FCFS,2.0,12,114
15,7,5,IO-bound,Round Robin,1.1666666666666667,35,105
8,20,9,IO-bound,Priority,2.0,180,160
9,4,8,CPU-bound,Priority,0.4444444444444444,32,36
15,1,4,CPU-bound,Round Robin,0.2,4,15
13,13,8,CPU-bound,Priority,1.4444444444444444,104,169
13,5,3,IO-bound,SRTF,1.25,15,65
20,10,6,CPU-bound,FCFS,1.4285714285714286,60,200
8,14,9,CPU-bound,Priority,1.4,126,112
17,15,2,IO-bound,Round Robin,5.0,30,255
1,19,4,IO-bound,Round Robin,3.8,76,19
9,15,9,IO-bound,Round Robin,1.5,135,135
16,14,2,IO-bound,FCFS,4.666666666666667,28,224
4,14,3,IO-bound,FCFS,3.5,42,56
4,15,7,IO-bound,Round Robin,1.875,105,60
8,1,5,IO-bound,SJF,0.16666666666666666,5,8
9,19,7,CPU-bound,Round Robin,2.375,133,171
16,13,7,IO-bound,Round Robin,1.625,91,208
12,13,3,IO-bound,FCFS,3.25,39,156
20,2,5,IO-bound,SRTF,0.3333333333333333,10,40
9,18,2,IO-bound,Round Robin,6.0,36,162
20,9,1,IO-bound,FCFS,4.5,9,180
2,15,3,CPU-bound,SJF,3.75,45,30
9,9,3,CPU-bound,SJF,2.25,27,81
5,3,5,CPU-bound,SJF,0.5,15,15
3,16,2,IO-bound,Round Robin,5.333333333333333,32,48
17,18,4,CPU-bound,FCFS,3.6,72,306
11,20,10,IO-bound,Priority,1.8181818181818181,200,220
4,14,5,IO-bound,Round Robin,2.3333333333333335,70,56
11,16,5,IO-bound,Round Robin,2.6666666666666665,80,176
20,6,1,CPU-bound,FCFS,3.0,6,120
5,17,6,CPU-bound,FCFS,2.4285714285714284,102,85
14,15,3,IO-bound,Round Robin,3.75,45,210
14,10,1,IO-bound,Round Robin,5.0,10,140
3,17,1,CPU-bound,FCFS,8.5,17,51
6,15,8,CPU-bound,Priority,1.6666666666666667,120,90
10,17,10,CPU-bound,Round Robin,1.5454545454545454,170,170
8,3,4,IO-bound,SJF,0.6,12,24
10,20,8,IO-bound,Priority,2.2222222222222223,160,200
0,1,1,IO-bound,SJF,0.5,1,0
8,3,9,CPU-bound,Priority,0.3,27,24
20,18,1,CPU-bound,FCFS,9.0,18,360
19,14,4,IO-bound,Round Robin,2.8,56,266
3,15,7,IO-bound,Round Robin,1.875,105,45
9,20,6,CPU-bound,Round Robin,2.857142857142857,120,180
0,16,2,IO-bound,Round Robin,5.333333333333333,32,0
5,9,7,CPU-bound,FCFS,1.125,63,45
2,7,7,CPU-bound,Round Robin,0.875,49,14
6,7,6,IO-bound,Round Robin,1.0,42,42
7,20,9,CPU-bound,Round Robin,2.0,180,140
0,15,3,CPU-bound,FCFS,3.75,45,0
8,9,7,CPU-bound,FCFS,1.125,63,72
7,14,7,CPU-bound,FCFS,1.75,98,98
17,1,7,CPU-bound,SRTF,0.125,7,17
14,10,3,CPU-bound,FCFS,2.5,30,140
10,9,4,CPU-bound,SJF,1.8,36,90
7,12,4,CPU-bound,FCFS,2.4,48,84
19,17,10,IO-bound,Priority,1.5454545454545454,170,323
0,7,7,CPU-bound,SJF,0.875,49,0
6,14,6,CPU-bound,Round Robin,2.0,84,84
4,6,9,CPU-bound,Priority,0.6,54,24
15,8,7,IO-bound,Round Robin,1.0,56,120
0,17,8,IO-bound,Priority,1.8888888888888888,136,0
12,14,1,IO-bound,Round Robin,7.0,14,168
9,6,7,CPU-bound,Round Robin,0.75,42,54
13,17,1,CPU-bound,SJF,8.5,17,221
2,3,3,CPU-bound,SJF,0.75,9,6
4,10,4,IO-bound,Round Robin,2.0,40,40
11,6,6,CPU-bound,FCFS,0.8571428571428571,36,66
10,3,2,CPU-bound,SJF,1.0,6,30
16,3,8,CPU-bound,Priority,0.3333333333333333,24,48
17,12,1,IO-bound,FCFS,6.0,12,204
3,7,3,CPU-bound,Round Robin,1.75,21,21
16,1,5,CPU-bound,SRTF,0.16666666666666666,5,16
15,20,9,IO-bound,Round Robin,2.0,180,300
17,18,4,IO-bound,Round Robin,3.6,72,306
16,19,5,CPU-bound,FCFS,3.1666666666666665,95,304
6,3,3,CPU-bound,FCFS,0.75,9,18
11,2,8,IO-bound,Round Robin,0.2222222222222222,16,22
6,4,8,CPU-bound,Priority,0.4444444444444444,32,24
8,5,5,CPU-bound,SJF,0.8333333333333334,25,40
17,20,2,CPU-bound,Round Robin,6.666666666666667,40,340
17,10,2,CPU-bound,Round Robin,3.3333333333333335,20,170
18,11,1,CPU-bound,FCFS,5.5,11,198
3,16,7,CPU-bound,Round Robin,2.0,112,48
3,4,8,CPU-bound,Priority,0.4444444444444444,32,12
1,16,10,IO-bound,Priority,1.4545454545454546,160,16
13,13,7,CPU-bound,SJF,1.625,91,169
10,14,6,IO-bound,FCFS,2.0,84,140
5,20,5,IO-bound,Round Robin,3.3333333333333335,100,100
11,16,7,CPU-bound,Round Robin,2.0,112,176
4,3,10,CPU-bound,Round Robin,0.2727272727272727,30,12
17,16,2,CPU-bound,FCFS,5.333333333333333,32,272
11,14,8,CPU-bound,SJF,1.5555555555555556,112,154
10,6,4,CPU-bound,FCFS,1.2,24,60
13,11,8,IO-bound,Priority,1.2222222222222223,88,143
6,2,1,CPU-bound,SJF,1.0,2,12
16,16,2,IO-bound,Round Robin,5.333333333333333,32,256
5,2,6,CPU-bound,SJF,0.2857142857142857,12,10
3,20,8,CPU-bound,SJF,2.2222222222222223,160,60
10,11,10,CPU-bound,Priority,1.0,110,110
11,12,4,IO-bound,Round Robin,2.4,48,132
8,13,9,IO-bound,Priority,1.3,117,104
13,5,3,CPU-bound,SRTF,1.25,15,65
11,11,4,CPU-bound,FCFS,2.2,44,121
6,10,8,IO-bound,Priority,1.1111111111111112,80,60
19,10,10,CPU-bound,Priority,0.9090909090909091,100,190
13,9,3,IO-bound,Round Robin,2.25,27,117
11,3,1,IO-bound,SJF,1.5,3,33
0,8,1,IO-bound,Round Robin,4.0,8,0
12,18,1,CPU-bound,Round Robin,9.0,18,216
17,6,8,IO-bound,Round Robin,0.6666666666666666,48,102
5,6,1,IO-bound,FCFS,3.0,6,30
1,17,2,IO-bound,Round Robin,5.666666666666667,34,17
7,20,9,IO-bound,SJF,2.0,180,140
7,9,9,CPU-bound,Round Robin,0.9,81,63
18,20,10,IO-bound,Priority,1.8181818181818181,200,360
11,8,7,CPU-bound,FCFS,1.0,56,88
14,13,7,IO-bound,Round Robin,1.625,91,182
1,13,3,IO-bound,Round Robin,3.25,39,13
15,17,7,IO-bound,FCFS,2.125,119,255
7,12,2,CPU-bound,FCFS,4.0,24,84
0,13,2,IO-bound,FCFS,4.333333333333333,26,0
3,7,5,CPU-bound,FCFS,1.1666666666666667,35,21
18,7,3,CPU-bound,Round Robin,1.75,21,126
14,17,5,CPU-bound,Round Robin,2.8333333333333335,85,238
17,16,3,IO-bound,FCFS,4.0,48,272
10,17,7,CPU-bound,FCFS,2.125,119,170
10,19,7,CPU-bound,FCFS,2.375,133,190
9,9,4,CPU-bound,Round Robin,1.8,36,81
8,3,5,CPU-bound,SJF,0.5,15,24
16,18,10,IO-bound,Priority,1.6363636363636365,180,288
17,2,5,CPU-bound,SRTF,0.3333333333333333,10,34
17,15,5,IO-bound,Round Robin,2.5,75,255
8,4,3,CPU-bound,SJF,1.0,12,32
3,20,1,IO-bound,Priority,10.0,20,60
9,3,1,CPU-bound,FCFS,1.5,3,27
15,15,10,IO-bound,Round Robin,1.3636363636363635,150,225
7,9,5,IO-bound,FCFS,1.5,45,63
9,20,9,IO-bound,Priority,2.0,180,180
7,6,10,CPU-bound,Priority,0.5454545454545454,60,42
5,20,1,CPU-bound,FCFS,10.0,20,100
10,10,1,IO-bound,Round Robin,5.0,10,100
9,9,4,IO-bound,Round Robin,1.8,36,81
9,8,6,IO-bound,Priority,1.1428571428571428,48,72
